Case ID,Date,Country Code,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
TN21696,2022-09-25,TN,182.0,1145345.0,3.0,29246.0
TN21697,2022-10-02,TN,341.0,1145686.0,3.0,29249.0
TN21698,2022-10-09,TN,143.0,1145829.0,5.0,29254.0
TN21699,2022-10-23,TN,114.0,1146044.0,3.0,29257.0
TN21700,2022-11-06,TN,441.0,1146593.0,2.0,29259.0
TN21701,2022-11-13,TN,109.0,1146702.0,4.0,29263.0
TN21702,2022-11-20,TN,97.0,1146799.0,3.0,29266.0
TN21703,2022-11-27,TN,192.0,1146991.0,2.0,29268.0
TN21704,2022-12-11,TN,73.0,1147145.0,1.0,29269.0
TN21705,2022-12-18,TN,137.0,1147282.0,3.0,29272.0
TN21706,2022-12-25,TN,195.0,1147477.0,7.0,29279.0
TN21707,2023-01-01,TN,94.0,1147571.0,5.0,29284.0
TN21708,2023-01-08,TN,74.0,1147645.0,1.0,29285.0
TN21709,2023-01-15,TN,2469.0,1150114.0,3.0,29288.0
TN21710,2023-01-22,TN,103.0,1150217.0,3.0,29291.0
TN21711,2023-01-29,TN,61.0,1150278.0,11.0,29302.0
TN21712,2023-02-05,TN,78.0,1150356.0,6.0,29308.0
TN21713,2023-02-12,TN,121.0,1150477.0,4.0,29312.0
TN21714,2023-02-19,TN,129.0,1150606.0,14.0,29326.0
TN21715,2023-02-26,TN,187.0,1150793.0,4.0,29330.0
TN21716,2023-03-05,TN,169.0,1150962.0,1.0,29331.0
TN21717,2023-03-12,TN,164.0,1151126.0,10.0,29341.0
TN21718,2023-03-19,TN,207.0,1151333.0,4.0,29345.0
TN21719,2023-03-26,TN,260.0,1151593.0,10.0,29355.0
TN21720,2023-04-02,TN,239.0,1151832.0,7.0,29362.0
TN21721,2023-04-09,TN,201.0,1152033.0,1.0,29363.0
TN21722,2023-04-16,TN,229.0,1152262.0,4.0,29367.0
TN21723,2023-04-23,TN,221.0,1152483.0,11.0,29378.0
TN21724,2023-04-30,TN,129.0,1152612.0,9.0,29387.0
TN21725,2023-05-07,TN,265.0,1152877.0,11.0,29398.0
TN21726,2023-05-14,TN,186.0,1153063.0,9.0,29407.0
TN21727,2023-05-21,TN,98.0,1153161.0,5.0,29412.0
TN21728,2023-05-28,TN,100.0,1153261.0,3.0,29415.0
TN21729,2023-06-04,TN,62.0,1153323.0,5.0,29420.0
TN21730,2023-06-11,TN,38.0,1153361.0,3.0,29423.0
TO21731,2022-03-13,TO,861.0,1863.0,2.0,2.0
TO21732,2022-04-03,TO,1536.0,7127.0,7.0,9.0
TO21733,2022-04-17,TO,1094.0,9025.0,2.0,11.0
TO21734,2022-05-29,TO,156.0,11644.0,1.0,12.0
TO21735,2024-08-11,TO,13.0,16989.0,1.0,13.0
TR21736,2020-03-22,TR,941.0,947.0,21.0,21.0
TR21737,2020-03-29,TR,6455.0,7402.0,87.0,108.0
TR21738,2020-04-05,TR,16532.0,23934.0,393.0,501.0
TR21739,2020-04-12,TR,28233.0,52167.0,600.0,1101.0
TR21740,2020-04-19,TR,30162.0,82329.0,789.0,1890.0
TR21741,2020-04-26,TR,25444.0,107773.0,816.0,2706.0
TR21742,2020-05-03,TR,16602.0,124375.0,630.0,3336.0
TR21743,2020-05-10,TR,12740.0,137115.0,403.0,3739.0
TR21744,2020-05-17,TR,10952.0,148067.0,357.0,4096.0
TR21745,2020-05-24,TR,7619.0,155686.0,212.0,4308.0
TR21746,2020-05-31,TR,7417.0,163103.0,207.0,4515.0
TR21747,2020-06-07,TR,6115.0,169218.0,154.0,4669.0
TR21748,2020-06-14,TR,7459.0,176677.0,123.0,4792.0
TR21749,2020-06-21,TR,9816.0,186493.0,135.0,4927.0
TR21750,2020-06-28,TR,9390.0,195883.0,155.0,5082.0
TR21751,2020-07-05,TR,8727.0,204610.0,124.0,5206.0
TR21752,2020-07-12,TR,7371.0,211981.0,138.0,5344.0
TR21753,2020-07-19,TR,6736.0,218717.0,131.0,5475.0
TR21754,2020-07-26,TR,6456.0,225173.0,121.0,5596.0
TR21755,2020-08-02,TR,40346.0,265519.0,114.0,5710.0
TR21756,2020-08-09,TR,54863.0,320382.0,119.0,5829.0
TR21757,2020-08-16,TR,55605.0,375987.0,126.0,5955.0
TR21758,2020-08-23,TR,56025.0,432012.0,147.0,6102.0
TR21759,2020-08-30,TR,57142.0,489154.0,182.0,6284.0
TR21760,2020-09-06,TR,58274.0,547428.0,336.0,6620.0
TR21761,2020-09-13,TR,58517.0,605945.0,379.0,6999.0
TR21762,2020-09-20,TR,58823.0,664768.0,446.0,7445.0
TR21763,2020-09-27,TR,58728.0,723496.0,484.0,7929.0
TR21764,2020-10-04,TR,57158.0,780654.0,455.0,8384.0
TR21765,2020-10-11,TR,58127.0,838781.0,394.0,8778.0
TR21766,2020-10-18,TR,58757.0,897538.0,446.0,9224.0
TR21767,2020-10-25,TR,61216.0,958754.0,503.0,9727.0
TR21768,2020-11-01,TR,62693.0,1021447.0,525.0,10252.0
TR21769,2020-11-08,TR,63482.0,1084929.0,551.0,10803.0
TR21770,2020-11-15,TR,66426.0,1151355.0,615.0,11418.0
TR21771,2020-11-22,TR,76864.0,1228219.0,801.0,12219.0
TR21772,2020-11-29,TR,142929.0,1371148.0,1154.0,13373.0
TR21773,2020-12-06,TR,219546.0,1590694.0,1332.0,14705.0
TR21774,2020-12-13,TR,219115.0,1809809.0,1494.0,16199.0
TR21775,2020-12-20,TR,194476.0,2004285.0,1652.0,17851.0
TR21776,2020-12-27,TR,129088.0,2133373.0,1773.0,19624.0
TR21777,2021-01-03,TR,98662.0,2232035.0,1671.0,21295.0
TR21778,2021-01-10,TR,85083.0,2317118.0,1336.0,22631.0
TR21779,2021-01-17,TR,63547.0,2380665.0,1201.0,23832.0
TR21780,2021-01-24,TR,43663.0,2424328.0,1101.0,24933.0
TR21781,2021-01-31,TR,46573.0,2470901.0,932.0,25865.0
TR21782,2021-02-07,TR,53885.0,2524786.0,820.0,26685.0
TR21783,2021-02-14,TR,55110.0,2579896.0,692.0,27377.0
TR21784,2021-02-21,TR,51980.0,2631876.0,606.0,27983.0
TR21785,2021-02-28,TR,61288.0,2693164.0,520.0,28503.0
TR21786,2021-03-07,TR,76066.0,2769230.0,462.0,28965.0
TR21787,2021-03-14,TR,96782.0,2866012.0,456.0,29421.0
TR21788,2021-03-21,TR,126682.0,2992694.0,538.0,29959.0
TR21789,2021-03-28,TR,186421.0,3179115.0,964.0,30923.0
TR21790,2021-04-04,TR,265937.0,3445052.0,1155.0,32078.0
TR21791,2021-04-11,TR,353281.0,3798333.0,1624.0,33702.0
TR21792,2021-04-18,TR,414312.0,4212645.0,1906.0,35608.0
TR21793,2021-04-25,TR,378771.0,4591416.0,2403.0,38011.0
TR21794,2021-05-02,TR,257992.0,4849408.0,2493.0,40504.0
TR21795,2021-05-09,TR,166733.0,5016141.0,2242.0,42746.0
TR21796,2021-05-16,TR,90721.0,5106862.0,1791.0,44537.0
TR21797,2021-05-23,TR,71786.0,5178648.0,1534.0,46071.0
TR21798,2021-05-30,TR,57330.0,5235978.0,1200.0,47271.0
TR21799,2021-06-06,TR,46616.0,5282594.0,797.0,48068.0
TR21800,2021-06-13,TR,42841.0,5325435.0,600.0,48668.0
TR21801,2021-06-20,TR,39773.0,5365208.0,454.0,49122.0
TR21802,2021-06-27,TR,38936.0,5404144.0,402.0,49524.0
TR21803,2021-07-04,TR,36224.0,5440368.0,350.0,49874.0
TR21804,2021-07-11,TR,35926.0,5476294.0,326.0,50200.0
TR21805,2021-07-18,TR,45745.0,5522039.0,295.0,50495.0
TR21806,2021-07-25,TR,65339.0,5587378.0,371.0,50866.0
TR21807,2021-08-01,TR,139667.0,5727045.0,432.0,51298.0
TR21808,2021-08-08,TR,168796.0,5895841.0,723.0,52021.0
TR21809,2021-08-15,TR,163965.0,6059806.0,884.0,52905.0
TR21810,2021-08-22,TR,137235.0,6197041.0,1235.0,54140.0
TR21811,2021-08-29,TR,132508.0,6329549.0,1618.0,55758.0
TR21812,2021-09-05,TR,149114.0,6478663.0,1846.0,57604.0
TR21813,2021-09-12,TR,158236.0,6636899.0,1825.0,59429.0
TR21814,2021-09-19,TR,183962.0,6820861.0,1756.0,61185.0
TR21815,2021-09-26,TR,192778.0,7013639.0,1605.0,62790.0
TR21816,2021-10-03,TR,197277.0,7210916.0,1519.0,64309.0
TR21817,2021-10-10,TR,205266.0,7416182.0,1514.0,65823.0
TR21818,2021-10-17,TR,213981.0,7630163.0,1447.0,67270.0
TR21819,2021-10-24,TR,196850.0,7827013.0,1475.0,68745.0
TR21820,2021-10-31,TR,182027.0,8009040.0,1507.0,70252.0
TR21821,2021-11-07,TR,197335.0,8206375.0,1517.0,71769.0
TR21822,2021-11-14,TR,180167.0,8386542.0,1403.0,73172.0
TR21823,2021-11-21,TR,163835.0,8550377.0,1519.0,74691.0
TR21824,2021-11-28,TR,174023.0,8724400.0,1395.0,76086.0
TR21825,2021-12-05,TR,157360.0,8881760.0,1376.0,77462.0
TR21826,2021-12-12,TR,140463.0,9022223.0,1361.0,78823.0
TR21827,2021-12-19,TR,131986.0,9154209.0,1275.0,80098.0
TR21828,2021-12-26,TR,132777.0,9286986.0,1205.0,81303.0
TR21829,2022-01-02,TR,232295.0,9519281.0,1103.0,82406.0
TR21830,2022-01-09,TR,397444.0,9916725.0,1027.0,83433.0
TR21831,2022-01-16,TR,486339.0,10403064.0,1057.0,84490.0
TR21832,2022-01-23,TR,478562.0,10881626.0,1155.0,85645.0
TR21833,2022-01-30,TR,556850.0,11438476.0,1271.0,86916.0
TR21834,2022-02-06,TR,712091.0,12150567.0,1441.0,88357.0
TR21835,2022-02-13,TR,683967.0,12834534.0,1682.0,90039.0
TR21836,2022-02-20,TR,599596.0,13434130.0,1916.0,91955.0
TR21837,2022-02-27,TR,541259.0,13975389.0,1895.0,93850.0
TR21838,2022-03-06,TR,350828.0,14326217.0,1400.0,95250.0
TR21839,2022-03-13,TR,208022.0,14534239.0,1012.0,96262.0
TR21840,2022-03-20,TR,146597.0,14680836.0,860.0,97122.0
TR21841,2022-03-27,TR,108647.0,14789483.0,589.0,97711.0
TR21842,2022-04-03,TR,96227.0,14885710.0,412.0,98123.0
TR21843,2022-04-10,TR,67655.0,14953365.0,264.0,98387.0
TR21844,2022-04-17,TR,38304.0,14991669.0,190.0,98577.0
TR21845,2022-04-24,TR,24601.0,15016270.0,128.0,98705.0
TR21846,2022-05-01,TR,15823.0,15032093.0,97.0,98802.0
TR21847,2022-05-08,TR,9806.0,15041899.0,66.0,98868.0
TR21848,2022-05-15,TR,11269.0,15053168.0,53.0,98921.0
TR21849,2022-05-22,TR,9225.0,15062393.0,35.0,98956.0
TR21850,2022-05-29,TR,7607.0,15070000.0,30.0,98986.0
TR21851,2022-06-05,TR,7320.0,15077320.0,18.0,99004.0
TR21852,2022-06-12,TR,7555.0,15084875.0,23.0,99027.0
TR21853,2022-06-19,TR,10956.0,15095831.0,15.0,99042.0
TR21854,2022-06-26,TR,26635.0,15122466.0,13.0,99055.0
TR21855,2022-07-03,TR,57114.0,15179580.0,29.0,99084.0
TR21856,2022-07-10,TR,117096.0,15296676.0,31.0,99115.0
TR21857,2022-07-17,TR,226532.0,15523208.0,94.0,99209.0
TR21858,2022-07-24,TR,365422.0,15888630.0,158.0,99367.0
TR21859,2022-07-31,TR,406321.0,16294951.0,336.0,99703.0
TR21860,2022-08-07,TR,232254.0,16527205.0,381.0,100084.0
TR21861,2022-08-14,TR,143777.0,16670982.0,341.0,100425.0
TR21862,2022-08-21,TR,80022.0,16751004.0,228.0,100653.0
TR21863,2022-08-28,TR,45882.0,16796886.0,206.0,100859.0
TR21864,2022-09-04,TR,32191.0,16829077.0,141.0,101000.0
TR21865,2022-09-11,TR,22441.0,16851518.0,89.0,101089.0
TR21866,2022-09-18,TR,21411.0,16872929.0,73.0,101162.0
TR21867,2022-09-25,TR,22729.0,16895658.0,38.0,101200.0
TR21868,2022-10-02,TR,23116.0,16918774.0,24.0,101224.0
TR21869,2022-10-09,TR,18723.0,16937497.0,38.0,101262.0
TR21870,2022-10-16,TR,15482.0,16952979.0,25.0,101287.0
TR21871,2022-10-23,TR,11808.0,16964787.0,42.0,101329.0
TR21872,2022-10-30,TR,11083.0,16975870.0,25.0,101354.0
TR21873,2022-11-06,TR,13508.0,16989378.0,30.0,101384.0
TR21874,2022-11-13,TR,15299.0,17004677.0,35.0,101419.0
TT21875,2020-03-29,TT,65.0,74.0,2.0,2.0
TT21876,2020-04-05,TT,26.0,100.0,4.0,6.0
TT21877,2020-04-12,TT,9.0,109.0,2.0,8.0
TT21878,2020-08-16,TT,249.0,474.0,2.0,10.0
TT21879,2020-08-23,TT,425.0,899.0,3.0,13.0
TT21880,2020-08-30,TT,678.0,1577.0,6.0,19.0
TT21881,2020-09-06,TT,565.0,2142.0,13.0,32.0
TT21882,2020-09-13,TT,750.0,2892.0,18.0,50.0
TT21883,2020-09-20,TT,847.0,3739.0,10.0,60.0
TT21884,2020-09-27,TT,546.0,4285.0,10.0,70.0
TT21885,2020-10-04,TT,424.0,4709.0,8.0,78.0
TT21886,2020-10-11,TT,312.0,5021.0,11.0,89.0
TT21887,2020-10-18,TT,220.0,5241.0,6.0,95.0
TT21888,2020-10-25,TT,246.0,5487.0,9.0,104.0
TT21889,2020-11-01,TT,181.0,5668.0,3.0,107.0
TT21890,2020-11-08,TT,130.0,5798.0,4.0,111.0
TT21891,2020-11-22,TT,281.0,6261.0,2.0,113.0
TT21892,2020-11-29,TT,325.0,6586.0,5.0,118.0
TT21893,2020-12-06,TT,149.0,6735.0,3.0,121.0
TT21894,2020-12-13,TT,117.0,6852.0,1.0,122.0
TT21895,2020-12-20,TT,103.0,6955.0,1.0,123.0
TT21896,2020-12-27,TT,142.0,7097.0,2.0,125.0
TT21897,2021-01-03,TT,61.0,7158.0,2.0,127.0
TT21898,2021-01-17,TT,124.0,7343.0,3.0,130.0
TT21899,2021-01-24,TT,113.0,7456.0,3.0,133.0
TT21900,2021-01-31,TT,77.0,7533.0,1.0,134.0
TT21901,2021-02-07,TT,74.0,7607.0,1.0,135.0
TT21902,2021-02-14,TT,30.0,7637.0,2.0,137.0
TT21903,2021-02-21,TT,29.0,7666.0,2.0,139.0
TT21904,2021-03-14,TT,40.0,7769.0,1.0,140.0
TT21905,2021-03-28,TT,118.0,7939.0,1.0,141.0
TT21906,2021-04-04,TT,177.0,8116.0,4.0,145.0
TT21907,2021-04-18,TT,419.0,8742.0,5.0,150.0
TT21908,2021-04-25,TT,745.0,9487.0,7.0,157.0
TT21909,2021-05-02,TT,1337.0,10824.0,12.0,169.0
TT21910,2021-05-09,TT,1896.0,12720.0,27.0,196.0
TT21911,2021-05-16,TT,2659.0,15379.0,69.0,265.0
TT21912,2021-05-23,TT,3556.0,18935.0,83.0,348.0
TT21913,2021-05-30,TT,3685.0,22620.0,110.0,458.0
TT21914,2021-06-06,TT,3181.0,25801.0,98.0,556.0
TT21915,2021-06-13,TT,2305.0,28106.0,88.0,644.0
TT21916,2021-06-20,TT,2077.0,30183.0,69.0,713.0
TT21917,2021-06-27,TT,1592.0,31775.0,78.0,791.0
TT21918,2021-07-04,TT,1378.0,33153.0,75.0,866.0
TT21919,2021-07-11,TT,1249.0,34402.0,64.0,930.0
TT21920,2021-07-18,TT,1277.0,35679.0,52.0,982.0
TT21921,2021-07-25,TT,1386.0,37065.0,44.0,1026.0
TT21922,2021-08-01,TT,1492.0,38557.0,44.0,1070.0
TT21923,2021-08-08,TT,1278.0,39835.0,53.0,1123.0
TT21924,2021-08-15,TT,1693.0,41528.0,44.0,1167.0
TT21925,2021-08-22,TT,1311.0,42839.0,48.0,1215.0
TT21926,2021-08-29,TT,1160.0,43999.0,52.0,1267.0
TT21927,2021-09-05,TT,1301.0,45300.0,51.0,1318.0
TT21928,2021-09-12,TT,1435.0,46735.0,41.0,1359.0
TT21929,2021-09-19,TT,1408.0,48143.0,46.0,1405.0
TT21930,2021-09-26,TT,1545.0,49688.0,36.0,1441.0
TT21931,2021-10-03,TT,1215.0,50903.0,48.0,1489.0
TT21932,2021-10-10,TT,1360.0,52263.0,47.0,1536.0
TT21933,2021-10-17,TT,1426.0,53689.0,48.0,1584.0
TT21934,2021-10-24,TT,1514.0,55203.0,49.0,1633.0
TT21935,2021-10-31,TT,1918.0,57121.0,49.0,1682.0
TT21936,2021-11-07,TT,1460.0,58581.0,71.0,1753.0
TT21937,2021-11-14,TT,2938.0,61519.0,75.0,1828.0
TT21938,2021-11-21,TT,3374.0,64893.0,91.0,1919.0
TT21939,2021-11-28,TT,4115.0,69008.0,142.0,2061.0
TT21940,2021-12-05,TT,4751.0,73759.0,154.0,2215.0
TT21941,2021-12-12,TT,5478.0,79237.0,146.0,2361.0
TT21942,2021-12-19,TT,5556.0,84793.0,199.0,2560.0
TT21943,2021-12-26,TT,4151.0,88944.0,158.0,2718.0
TT21944,2022-01-02,TT,2955.0,91899.0,151.0,2869.0
TT21945,2022-01-09,TT,4656.0,96555.0,178.0,3047.0
TT21946,2022-01-16,TT,3225.0,99780.0,109.0,3156.0
TT21947,2022-01-23,TT,6189.0,105969.0,130.0,3286.0
TT21948,2022-01-30,TT,4772.0,110741.0,95.0,3381.0
TT21949,2022-02-06,TT,3157.0,113898.0,67.0,3448.0
TT21950,2022-02-13,TT,5328.0,119226.0,59.0,3507.0
TT21951,2022-02-20,TT,3931.0,123157.0,55.0,3562.0
TT21952,2022-02-27,TT,3777.0,126934.0,55.0,3617.0
TT21953,2022-03-06,TT,3029.0,129963.0,35.0,3652.0
TT21954,2022-03-13,TT,2420.0,132383.0,24.0,3676.0
TT21955,2022-03-20,TT,2062.0,134445.0,28.0,3704.0
TT21956,2022-03-27,TT,2116.0,136561.0,25.0,3729.0
TT21957,2022-04-03,TT,1598.0,138159.0,25.0,3754.0
TT21958,2022-04-10,TT,1814.0,139973.0,20.0,3774.0
TT21959,2022-04-17,TT,1880.0,141853.0,24.0,3798.0
TT21960,2022-04-24,TT,2031.0,143884.0,13.0,3811.0
TT21961,2022-05-01,TT,3566.0,147450.0,13.0,3824.0
TT21962,2022-05-08,TT,3031.0,150481.0,21.0,3845.0
TT21963,2022-05-15,TT,2990.0,153471.0,21.0,3866.0
TT21964,2022-05-22,TT,3892.0,157363.0,24.0,3890.0
TT21965,2022-05-29,TT,3130.0,160493.0,13.0,3903.0
TT21966,2022-06-05,TT,1948.0,162441.0,24.0,3927.0
TT21967,2022-06-12,TT,1874.0,164315.0,29.0,3956.0
TT21968,2022-06-19,TT,1285.0,165600.0,17.0,3973.0
TT21969,2022-06-26,TT,976.0,166576.0,24.0,3997.0
TT21970,2022-07-03,TT,724.0,167300.0,15.0,4012.0
TT21971,2022-07-10,TT,739.0,168039.0,12.0,4024.0
TT21972,2022-07-17,TT,989.0,169028.0,12.0,4036.0
TT21973,2022-07-24,TT,902.0,169930.0,5.0,4041.0
TT21974,2022-07-31,TT,1242.0,171172.0,7.0,4048.0
TT21975,2022-08-07,TT,1404.0,172576.0,17.0,4065.0
TT21976,2022-08-14,TT,1976.0,174552.0,6.0,4071.0
TT21977,2022-08-21,TT,1916.0,176468.0,21.0,4092.0
TT21978,2022-08-28,TT,1643.0,178111.0,31.0,4123.0
TT21979,2022-09-04,TT,1346.0,179457.0,27.0,4150.0
TT21980,2022-09-11,TT,1515.0,180972.0,16.0,4166.0
TT21981,2022-09-18,TT,1071.0,182043.0,18.0,4184.0
TT21982,2022-09-25,TT,554.0,182597.0,11.0,4195.0
TT21983,2022-10-02,TT,584.0,183181.0,12.0,4207.0
TT21984,2022-10-09,TT,643.0,183824.0,17.0,4224.0
TT21985,2022-10-16,TT,437.0,184261.0,11.0,4235.0
TT21986,2022-10-23,TT,263.0,184524.0,6.0,4241.0
TT21987,2022-10-30,TT,189.0,184713.0,8.0,4249.0
TT21988,2022-11-06,TT,141.0,184854.0,6.0,4255.0
TT21989,2022-11-13,TT,95.0,184949.0,2.0,4257.0
TT21990,2022-11-20,TT,145.0,185094.0,6.0,4263.0
TT21991,2022-11-27,TT,143.0,185237.0,3.0,4266.0
TT21992,2022-12-04,TT,140.0,185377.0,1.0,4267.0
TT21993,2022-12-11,TT,151.0,185528.0,1.0,4268.0
TT21994,2022-12-18,TT,180.0,185708.0,3.0,4271.0
TT21995,2022-12-25,TT,174.0,185882.0,6.0,4277.0
TT21996,2023-01-01,TT,151.0,186033.0,6.0,4283.0
TT21997,2023-01-08,TT,246.0,186279.0,6.0,4289.0
TT21998,2023-01-15,TT,406.0,186685.0,8.0,4297.0
TT21999,2023-01-22,TT,519.0,187204.0,12.0,4309.0
TT22000,2023-01-29,TT,381.0,187585.0,10.0,4319.0
TT22001,2023-02-05,TT,323.0,187908.0,7.0,4326.0
TT22002,2023-02-12,TT,291.0,188199.0,5.0,4331.0
TT22003,2023-02-19,TT,312.0,188511.0,5.0,4336.0
TT22004,2023-02-26,TT,226.0,188737.0,3.0,4339.0
TT22005,2023-03-05,TT,559.0,189296.0,8.0,4347.0
TT22006,2023-03-12,TT,622.0,189918.0,8.0,4355.0
TT22007,2023-03-19,TT,367.0,190285.0,6.0,4361.0
TT22008,2023-03-26,TT,450.0,190735.0,7.0,4368.0
TT22009,2023-04-02,TT,272.0,191007.0,4.0,4372.0
TT22010,2023-04-16,TT,250.0,191257.0,13.0,4385.0
TT22011,2023-04-23,TT,93.0,191350.0,2.0,4387.0
TT22012,2023-05-07,TT,146.0,191496.0,3.0,4390.0
TV22013,2023-06-18,TV,2.0,2943.0,1.0,1.0
TZ22014,2020-04-05,TZ,6.0,20.0,1.0,1.0
TZ22015,2020-04-12,TZ,12.0,32.0,2.0,3.0
TZ22016,2020-04-19,TZ,116.0,148.0,2.0,5.0
TZ22017,2020-04-26,TZ,152.0,300.0,5.0,10.0
TZ22018,2020-05-03,TZ,180.0,480.0,8.0,18.0
TZ22019,2020-05-10,TZ,29.0,509.0,3.0,21.0
TZ22020,2021-07-25,TZ,350.0,1367.0,29.0,50.0
TZ22021,2021-08-08,TZ,20607.0,21974.0,553.0,603.0
TZ22022,2021-08-15,TZ,1403.0,23377.0,28.0,631.0
TZ22023,2021-08-22,TZ,855.0,24232.0,27.0,658.0
TZ22024,2021-08-29,TZ,603.0,24835.0,20.0,678.0
TZ22025,2021-09-05,TZ,466.0,25301.0,17.0,695.0
TZ22026,2021-09-12,TZ,213.0,25514.0,9.0,704.0
TZ22027,2021-09-19,TZ,195.0,25709.0,11.0,715.0
TZ22028,2021-09-26,TZ,137.0,25846.0,4.0,719.0
TZ22029,2021-10-03,TZ,111.0,25957.0,4.0,723.0
TZ22030,2021-10-10,TZ,77.0,26034.0,1.0,724.0
TZ22031,2021-10-17,TZ,81.0,26115.0,1.0,725.0
TZ22032,2021-11-14,TZ,19.0,26227.0,2.0,727.0
TZ22033,2021-11-21,TZ,34.0,26261.0,3.0,730.0
TZ22034,2021-12-05,TZ,39.0,26309.0,4.0,734.0
TZ22035,2021-12-26,TZ,2823.0,29306.0,3.0,737.0
TZ22036,2022-01-02,TZ,1258.0,30564.0,3.0,740.0
TZ22037,2022-01-09,TZ,831.0,31395.0,5.0,745.0
TZ22038,2022-01-16,TZ,998.0,32393.0,8.0,753.0
TZ22039,2022-01-23,TZ,527.0,32920.0,25.0,778.0
TZ22040,2022-01-30,TZ,310.0,33230.0,11.0,789.0
TZ22041,2022-02-06,TZ,206.0,33436.0,3.0,792.0
TZ22042,2022-02-13,TZ,113.0,33549.0,4.0,796.0
TZ22043,2022-02-20,TZ,71.0,33620.0,2.0,798.0
TZ22044,2022-03-06,TZ,106.0,33726.0,2.0,800.0
TZ22045,2022-04-03,TZ,21.0,33836.0,3.0,803.0
TZ22046,2022-05-08,TZ,737.0,34641.0,37.0,840.0
TZ22047,2022-06-19,TZ,207.0,35366.0,1.0,841.0
TZ22048,2022-08-28,TZ,239.0,38951.0,4.0,845.0
TZ22049,2023-01-08,TZ,71.0,42467.0,1.0,846.0
UA22050,2020-03-15,UA,18.0,18.0,2.0,2.0
UA22051,2020-03-22,UA,107.0,125.0,3.0,5.0
UA22052,2020-03-29,UA,390.0,515.0,8.0,13.0
UA22053,2020-04-05,UA,765.0,1280.0,23.0,36.0
UA22054,2020-04-12,UA,1685.0,2965.0,29.0,65.0
UA22055,2020-04-19,UA,2473.0,5438.0,20.0,85.0
UA22056,2020-04-26,UA,3011.0,8449.0,45.0,130.0
UA22057,2020-05-03,UA,2946.0,11395.0,25.0,155.0
UA22058,2020-05-10,UA,2985.0,14380.0,40.0,195.0
UA22059,2020-05-17,UA,2612.0,16992.0,43.0,238.0
UA22060,2020-05-24,UA,2338.0,19330.0,23.0,261.0
UA22061,2020-05-31,UA,2436.0,21766.0,33.0,294.0
UA22062,2020-06-07,UA,3135.0,24901.0,27.0,321.0
UA22063,2020-06-14,UA,3937.0,28838.0,33.0,354.0
UA22064,2020-06-21,UA,4884.0,33722.0,40.0,394.0
UA22065,2020-06-28,UA,6184.0,39906.0,68.0,462.0
UA22066,2020-07-05,UA,5188.0,45094.0,53.0,515.0
UA22067,2020-07-12,UA,4945.0,50039.0,56.0,571.0
UA22068,2020-07-19,UA,5084.0,55123.0,52.0,623.0
UA22069,2020-07-26,UA,6046.0,61169.0,97.0,720.0
UA22070,2020-08-02,UA,7012.0,68181.0,79.0,799.0
UA22071,2020-08-09,UA,8131.0,76312.0,127.0,926.0
UA22072,2020-08-16,UA,10024.0,86336.0,121.0,1047.0
UA22073,2020-08-23,UA,13252.0,99588.0,102.0,1149.0
UA22074,2020-08-30,UA,13822.0,113410.0,218.0,1367.0
UA22075,2020-09-06,UA,17414.0,130824.0,202.0,1569.0
UA22076,2020-09-13,UA,18911.0,149735.0,137.0,1706.0
UA22077,2020-09-20,UA,21092.0,170827.0,326.0,2032.0
UA22078,2020-09-27,UA,21299.0,192126.0,278.0,2310.0
UA22079,2020-10-04,UA,27198.0,219324.0,278.0,2588.0
UA22080,2020-10-11,UA,33814.0,253138.0,442.0,3030.0
UA22081,2020-10-18,UA,35486.0,288624.0,405.0,3435.0
UA22082,2020-10-25,UA,41583.0,330207.0,445.0,3880.0
UA22083,2020-11-01,UA,48518.0,378725.0,923.0,4803.0
UA22084,2020-11-08,UA,59561.0,438286.0,1192.0,5995.0
UA22085,2020-11-15,UA,75319.0,513605.0,1130.0,7125.0
UA22086,2020-11-22,UA,88651.0,602256.0,1379.0,8504.0
UA22087,2020-11-29,UA,95555.0,697811.0,1252.0,9756.0
UA22088,2020-12-06,UA,87403.0,785214.0,1406.0,11162.0
UA22089,2020-12-13,UA,76767.0,861981.0,1514.0,12676.0
UA22090,2020-12-20,UA,68736.0,930717.0,1620.0,14296.0
UA22091,2020-12-27,UA,57391.0,988108.0,982.0,15278.0
UA22092,2021-01-03,UA,49251.0,1037359.0,1254.0,16532.0
UA22093,2021-01-10,UA,39656.0,1077015.0,732.0,17264.0
UA22094,2021-01-17,UA,44402.0,1121417.0,1034.0,18298.0
UA22095,2021-01-24,UA,30612.0,1152029.0,1055.0,19353.0
UA22096,2021-01-31,UA,27158.0,1179187.0,844.0,20197.0
UA22097,2021-02-07,UA,25508.0,1204695.0,876.0,21073.0
UA22098,2021-02-14,UA,26498.0,1231193.0,748.0,21821.0
UA22099,2021-02-21,UA,34188.0,1265381.0,764.0,22585.0
UA22100,2021-02-28,UA,44472.0,1309853.0,895.0,23480.0
UA22101,2021-03-07,UA,55376.0,1365229.0,1145.0,24625.0
UA22102,2021-03-14,UA,60038.0,1425267.0,1238.0,25863.0
UA22103,2021-03-21,UA,80339.0,1505606.0,1643.0,27506.0
UA22104,2021-03-28,UA,104522.0,1610128.0,2057.0,29563.0
